word,rating,tag,photos,neighbours
slouchy,3.29,middle,"['9534566986_638c98a460_c.jpg', '15893167_541dabdbee_c.jpg', '45497557285_f6124e10c3_c.jpg', '5730458311_4a684fc8ce_c.jpg', '466646253_4d564af176_c.jpg', '6387065005_37e9d59e90_c.jpg', '4433602104_532b873d2b_c.jpg', '51093314080_70fe5ac2e1_c.jpg', '5263762972_5e3ac7491a_c.jpg', '2437088475_8896c6bf26_c.jpg', '2437088591_f505c23d0c_c.jpg']","['slouching', 'slobber', 'slaw']"
fucker,2.61,middle,"['2728240907_46cddd7ab2_c.jpg', '4930917024_0008e3562f_c.jpg', '2487231231_2fb6ef9d96_c.jpg', '37494671474_c47f922dc3_c.jpg', '3888747769_8e37f3e913_c.jpg', '20191180501_3babcd77d2_c.jpg', '239873842_d1ddd3d4ab_c.jpg', '51976383471_449071f69f_c.jpg', '6987272834_15318c0445_c.jpg']","['asshole', 'shit', 'pucker']"
garner,2.38,middle,"['7571617988_e20bf10b12_c.jpg', '18056866180_fab2a917c6_c.jpg', '16838627070_c14c7f070c_c.jpg', '21914429359_4f40c920e8_c.jpg', '31477759212_a2a98cf52b_c.jpg', '15411063971_1930839b78_c.jpg', '2594117220_46ac3110d0_c.jpg', '50562737597_ace606fe6c_c.jpg', '3639142577_e950ccb24b_c.jpg', '4217418317_dda4c86604_c.jpg']","['ridge', 'squire', 'spit']"
tonguing,3.58,middle,"['6332155258_b304b8466b_c.jpg', '49187426418_fd3a730fe7_c.jpg', '53323304875_69570e3968_c.jpg', '51930554492_0224da143f_c.jpg', '34938204195_8406096000_c.jpg', '3396160842_c15bd932db_c.jpg', '31339993132_8e6f7dc20f_c.jpg']","['tong', 'tongs', 'grillwork']"
today,2.57,middle,"['6798552332_4f22b49129_c.jpg', '52259572884_7c46bfa6bd_c.jpg', '16583749906_f75cbe433f_c.jpg', '50512281993_b353930b2f_c.jpg', '51928696144_7438110937_c.jpg', '16863362754_b2e5211af6_c.jpg', '52381321171_6890750547_c.jpg', '51894470175_edc9505210_c.jpg', '52105828874_e7f4651f14_c.jpg', '51893700312_9950192987_c.jpg']","['daytime', 'daybreak', 'two']"
abandoner,2.5,middle,"['5138512600_eca619b108_c.jpg', '24229535383_686b6f18d2_c.jpg', '39837360605_95933b7b41_c.jpg', '34788870804_4856447904_c.jpg', '51990047513_d304140a84_c.jpg', '52608469180_3eff946059_c.jpg', '23039691755_65e98980b7_c.jpg', '49451395603_f100e48d58_c.jpg', '50013245283_61ae1d8850_c.jpg', '32959450924_9694953b96_c.jpg', '50378294068_7175b9f2bf_c.jpg', '9392369626_34f6e60ffa_c.jpg']","['looter', 'toss out', 'wreckage']"
spotter,3.88,middle,"['52297398698_253bc44030_c.jpg', '53252157092_4a789eb050_c.jpg', '3079049605_b735562ca8_c.jpg', '28745093252_e2e641f93a_c.jpg', '407199723_f8dbce47df_c.jpg', '4066180023_1a2d223e7e_c.jpg', '16266714_c3eff13e43_c.jpg', '8729280968_6516a53f17_c.jpg', '51180465487_5bbbda0e82_c.jpg']","['spot', 'eyepatch', 'spy']"
erosion,3.83,middle,"['5775777734_fb81c551de_c.jpg', '5459865572_64001cdd7d_c.jpg', '5524131825_f60d5fcbeb_c.jpg', '2552063560_b9d97b1e4e_c.jpg', '5153065721_d56cf6c561_c.jpg', '15660526661_491f275388_c.jpg', '4575452787_8bfa6fbef7_c.jpg', '9533891951_152aa5200b_c.jpg', '31680729474_6b9f5be8c0_c.jpg', '31680728064_eb39193636_c.jpg', '49634094333_14a67508fa_c.jpg', '51109446478_8fb6ffc87d_c.jpg']","['landslide', 'waterfall', 'floodplain']"
imperialist,2.36,middle,"['28062563863_c999cdfede_c.jpg', '52989858822_8d56e4795b_c.jpg', '6508075959_7e8a9450a3_c.jpg', '2445689427_208c8ee2ed_c.jpg', '52678847619_70045e4a02_c.jpg', '3770276729_8e44e87804_c.jpg', '9405124323_09c0ff090a_c.jpg', '50959245493_6245009c99_c.jpg', '50713406902_e45eccdd34_c.jpg', '51799368093_063b94df4f_c.jpg', '21811411454_e73f5b9408_c.jpg', '52431193577_b90ae0ed0c_c.jpg']","['emperor', 'continent', 'country']"
exclamation,2.48,middle,"['1557531149_acb2b8c2c5_c.jpg', '19685636278_b0183dc23e_c.jpg', '28962809850_fd9dd11dd6_c.jpg', '23339626281_8aec31b091_c.jpg', '52174229744_af1d75136b_c.jpg', '52921578531_5e4c3e0bc3_c.jpg', '51516351570_ba43519a3e_c.jpg', '51371965301_9a7319b8f0_c.jpg', '50188740157_cddafc841c_c.jpg', '52264905758_82d793b0fb_c.jpg']","['exclamation mark', 'upper case', 'comma']"
kinkiness,2.07,middle,"['3461135131_62fbc757f7_c.jpg', '38657435274_692179014f_c.jpg', '53057414609_f1d4fb661e_c.jpg', '51810320880_6638438fb7_c.jpg', '44750739134_4a59821197_c.jpg', '21527876_83075035f0_c.jpg', '3255934477_cc7acde129_c.jpg', '15929710474_a2517408e0_c.jpg', '4285408613_67307af28c_c.jpg']","['kin', 'snakeskin', 'shank']"
whiney,2.9,middle,"['49433268967_16ff1a630e_c.jpg', '52711120135_bbb9ddcca2_c.jpg', '49216957326_0fbe64da77_c.jpg', '47980812661_d75e71b6f6_c.jpg', '37361967602_ba73970b18_c.jpg', '28793469_e79cd4ebec_c.jpg', '2146858595_3457b8170e_c.jpg', '30296145618_b824dafae0_c.jpg', '27120852048_cc6abea7dc_c.jpg', '24828624925_972e5829cd_c.jpg', '44228385294_480499dfe1_c.jpg']","['whiskered', 'wheeze', 'whisker']"
thirstiness,3.04,middle,"['3392337580_cb57ae37a3_c.jpg', '3392332976_48616c4e42_c.jpg', '31030370681_b5bfd561ca_c.jpg', '51965128255_3c68bc2ef5_c.jpg', '50210897743_488b2dce70_c.jpg', '39984929483_ef0578c9a8_c.jpg', '52681772096_ca7fdebae9_c.jpg', '15933540741_11f5d65beb_c.jpg', '44963618612_e5b05c9cbd_c.jpg']","['drinking water', 'tap water', 'water tap']"
babysit,3.45,middle,"['28719267940_cc8a08ba3a_c.jpg', '30595605172_defd630bd8_c.jpg', '4511974347_91674c96a2_c.jpg', '53071183457_20ffebb0ba_c.jpg', '2911002697_43620fe415_c.jpg', '3948285398_12c3555716_c.jpg', '3263320336_f3391e9457_c.jpg', '49797187498_d613312317_c.jpg', '6285678469_70a63115a6_c.jpg', '2666468623_b2a831d521_c.jpg', '8417526843_ef94379767_c.jpg']","['babysitter', 'baby sitter', 'nanny']"
slurry,2.76,middle,"['5530292928_49ab4c9e4e_c.jpg', '5529706075_b29b115481_c.jpg', '5530291766_812aee8f78_c.jpg', '5530286588_2a01c04a37_c.jpg', '5730458311_4a684fc8ce_c.jpg', '466646253_4d564af176_c.jpg', '6387065005_37e9d59e90_c.jpg', '4433602104_532b873d2b_c.jpg', '51973570730_ce6a571076_c.jpg', '51813169130_c61339063b_c.jpg', '23866054747_ac9b84757f_c.jpg']","['sludge', 'slobber', 'slat']"
antitoxin,3.16,middle,"['3060243118_f22ac2d56a_c.jpg', '23306185171_096f366f0e_c.jpg', '39714204254_d5eb5f678d_c.jpg', '48758489162_a3dff890cd_c.jpg', '3060243118_f22ac2d56a_c.jpg', '23306185171_096f366f0e_c.jpg', '39714204254_d5eb5f678d_c.jpg', '48758489162_a3dff890cd_c.jpg', '51407113128_d1925fafbe_c.jpg', '43084630285_958ed1f1d7_c.jpg', '43990241821_ef904e913c_c.jpg']","['antibiotic', 'antibiotics', 'poison']"
essayist,3.32,middle,"['18644728682_955a5d6ff9_c.jpg', '40518750793_2a4bd20ede_c.jpg', '9834468743_229d221013_c.jpg', '30600666393_7649aabf70_c.jpg', '12575261544_044b30fa02_c.jpg', '24925109421_bff345ebc0_c.jpg', '8641302642_baabb8f577_c.jpg', '5296125584_df06452451_c.jpg', '49618758706_98f2543a73_c.jpg']","['writer', 'poet', 'author']"
position,2.62,middle,"['14875390696_c5693a3140_c.jpg', '35504119100_ae32c00a9a_c.jpg', '14786965156_4f242e38c7_c.jpg', '5831487900_499d349256_c.jpg', '51608030649_916968c1bd_c.jpg', '951132560_648a893d2a_c.jpg', '53413885503_0b1cd6bb8b_c.jpg', '6795915843_3e922ccff1_c.jpg', '52315725370_c88fdc33fe_c.jpg', '6642869289_febdfc6ff9_c.jpg', '2837124868_0efaa42bd8_c.jpg']","['stance', 'lotus position', 'structure']"
detoxifier,2.77,middle,"['1931668188_2591e5c9af_c.jpg', '17268533845_d7b40276e4_c.jpg', '6838912479_eb28655b5f_c.jpg', '45828326784_fe79a2ba1c_c.jpg', '4386913545_df33dd3cb0_c.jpg', '49831835481_fe8dfa359e_c.jpg', '310045218_ae6c6c1e12_c.jpg', '3561471106_af2b605c40_c.jpg', '609144991_54316053c6_c.jpg', '2880013584_2fdc56f16f_c.jpg']","['deodorizer', 'cleanser', 'dehumidifier']"
unreason,2.28,middle,"['3466209653_ec71785dac_c.jpg', '53382762180_375ecf53b5_c.jpg', '16345945719_4fb83cc591_c.jpg', '4156661407_efe769fcea_c.jpg', '1805927836_7a2e7a83df_c.jpg', '3593714178_b6d5ce2d9b_c.jpg', '3289216526_8f20f134d5_c.jpg', '43092868091_cb947efffb_c.jpg', '52759288034_399f11a45e_c.jpg', '37001975791_e73d833a5a_c.jpg', '52963460952_287f9307db_c.jpg', '49425950368_a6d9b8c4dd_c.jpg']","['retriever', 'unshaved', 'unpaved']"
fornication,3.66,middle,"['12489433594_438cd0e110_c.jpg', '55094953_f0ad41ac74_c.jpg', '8392561873_5e436a1c89_c.jpg', '36116755623_e8e3f9a3c0_c.jpg']","['sex', 'masturbation', 'sextant']"
researcher,3.81,middle,"['28059455074_0e713705b2_c.jpg', '28037371133_c742fe51c7_c.jpg', '28590908405_62272937f9_c.jpg', '28497419111_38a090f7e8_c.jpg', '2475077766_b6b70d47e6_c.jpg', '31290455241_95ac39f7be_c.jpg', '4993247641_bc46b75d82_c.jpg', '51719025829_ef69697b47_c.jpg', '6841397002_09cda16c84_c.jpg', '8413956286_d7e000b5b9_c.jpg']","['investigator', 'scientist', 'analyst']"
speechless,2.41,middle,"['337759685_b415b39989_c.jpg', '4186600030_15dccd4424_c.jpg', '51977224278_3746467e2f_c.jpg', '23331398080_f8331d47c5_c.jpg', '8708176631_3383fe4ac2_c.jpg', '467801831_c760a16f74_c.jpg', '246166506_fa7154eaf4_c.jpg', '2243888031_f64fc4d990_c.jpg', '2056641700_d8a41c2407_c.jpg']","['eyeless', 'whispered', 'blind']"
deployment,2.9,middle,"['51224012163_eef7656143_c.jpg', '32342686915_d819b142e2_c.jpg', '52340348068_06e68d5291_c.jpg', '50294843816_328d007cf0_c.jpg', '5073077905_78067249e5_c.jpg', '8345802950_2bf6c21269_c.jpg', '5930853632_b58b8ac658_c.jpg', '33177696412_c2aee5c993_c.jpg']","['camouflage', 'army', 'shipment']"
spatter,3.63,middle,"['2247239211_c247445d8b_c.jpg', '51094531419_1926697fb9_c.jpg', '4634467784_c5528de241_c.jpg', '5095262153_e20339401f_c.jpg', '27093565604_b1008e1213_c.jpg', '50562737597_ace606fe6c_c.jpg', '3639142577_e950ccb24b_c.jpg', '4217418317_dda4c86604_c.jpg', '8401169415_8d5e47ca76_c.jpg']","['spatula', 'spittle', 'spitting']"
sexploitation,2.42,middle,"['53055547599_d97a15ac65_c.jpg', '49960795327_574821d7b3_c.jpg', '52954706738_aae7a2c262_c.jpg', '53304490424_3e3e0ce265_c.jpg', '12489433594_438cd0e110_c.jpg', '55094953_f0ad41ac74_c.jpg', '8392561873_5e436a1c89_c.jpg', '36116755623_e8e3f9a3c0_c.jpg']","['sextuplet', 'sextant', 'sex']"
resift,2.83,middle,"['6488335061_693f68457e_c.jpg', '27370733925_d41ae60a8c_c.jpg', '26180350138_696f5a9324_c.jpg', '26763152354_59195920b8_c.jpg', '39428133_e861f7fc06_c.jpg', '10565335744_f374462a29_c.jpg', '909772852_0e9c998628_c.jpg', '5453277787_de3e8a649a_c.jpg', '4202170049_b3881c2d54_c.jpg', '8344871280_7ea54083d2_c.jpg', '3735759623_c0bd5f6e11_c.jpg', '25708557264_8701b8242a_c.jpg']","['refold', 'spareribs', 'tarred']"
teeter,2.93,middle,"['46826430302_ce1c409d2d_c.jpg', '4361867418_995aa07dd2_c.jpg', '26763510396_c25bfc1679_c.jpg', '52029298114_546cbcaa2b_c.jpg', '52022254590_c1fa1f6f38_c.jpg', '2243420901_d5f377cc0e_c.jpg', '29472306347_9018695eaf_c.jpg', '52149539730_c1d0212b86_c.jpg', '7538908648_0048dd6653_c.jpg', '58997429_70a8d3d69c_c.jpg']","['teeterboard', 'tee', 'teepee']"
speechlessness,2.5,middle,"['51977224278_3746467e2f_c.jpg', '51091869779_0f00bf36dd_c.jpg', '23331398080_f8331d47c5_c.jpg', '8708176631_3383fe4ac2_c.jpg', '1192515269_e6537aa55c_c.jpg', '37280562576_720fdaa733_c.jpg', '49902434242_da1d71069f_c.jpg', '51597791574_bc847e9670_c.jpg', '51406704734_53d86bcc4e_c.jpg', '50343027876_e3f3244b15_c.jpg', '2322044334_d8c69bb64d_c.jpg', '4147184845_75045d25ed_c.jpg']","['whispered', 'wept', 'crying']"
signaler,3.76,middle,"['23702673976_89d8e8e9db_c.jpg', '650874685_ffac031120_c.jpg', '49734401196_09ffa54a85_c.jpg', '897664368_eb9175db0d_c.jpg', '27724662934_31cfc69955_c.jpg', '52471880062_7385f6af06_c.jpg', '40986231975_a4fef385db_c.jpg', '52425601203_b509bebb82_c.jpg', '52527893754_b46f2846af_c.jpg', '281994970_4dd9ffa80f_c.jpg', '305888333_b1029f3d4f_c.jpg', '4602282669_c4bc82f75b_c.jpg']","['signalman', 'turn signal', 'transmitter']"
commoner,3.79,middle,"['32561402176_5ed4f79053_c.jpg', '22878095805_1a8f04f721_c.jpg', '9159870205_85e6df97bb_c.jpg', '9162095820_23320b90aa_c.jpg', '50638989776_8cf2527544_c.jpg', '48374961291_8ccf1e29b7_c.jpg', '14166141893_6529c1cbbd_c.jpg', '53157525536_caff932867_c.jpg', '27150376074_65ed7153fe_c.jpg', '27688218401_1ba5c6c32b_c.jpg', '27150392214_baede8ba25_c.jpg', '27151430123_bbbec4dbaf_c.jpg']","['villager', 'parishioner', 'servant']"
sinister,2.38,middle,"['8214023172_3db05f6f7b_c.jpg', '4033292123_57d1282941_c.jpg', '2056444036_fc51afa82b_c.jpg', '2448868506_bcb78b1be1_c.jpg', '27537358626_235da5ec49_c.jpg', '52324019131_449213934a_c.jpg', '3203288562_63e0750924_c.jpg', '3310703558_54892bc316_c.jpg']","['dark', 'venom', 'curser']"
atmosphere,3.04,middle,"['29010101116_23383c2275_c.jpg', '14933705782_830284db85_c.jpg', '3028850566_d8ef73a202_c.jpg', '10241705474_6f8ee9f2cf_c.jpg', '3146031603_6fe7cedc6a_c.jpg', '25145185078_29983f419f_c.jpg', '7141589739_a91a7d3f69_c.jpg', '8244435934_87c91a0237_c.jpg', '32680817005_0139d0bc16_c.jpg', '9581144080_3613848798_c.jpg', '31709178780_34becbc38f_c.jpg', '13735742764_31843f6e46_c.jpg']","['air', 'aerosol', 'sky']"
forage,3.12,middle,"['35435577391_699906152a_c.jpg', '3866599533_42f3f30a22_c.jpg', '3888952747_cd8db97d62_c.jpg', '6830003068_b4e48cec9c_c.jpg', '53018850511_e9d7a7878e_c.jpg', '52886063715_b64e90d6a7_c.jpg', '22571465060_1a4df93611_c.jpg', '36253354821_e16305959f_c.jpg', '14209742881_74d54fce37_c.jpg', '14189900006_a93f037964_c.jpg']","['herbivore', 'weed', 'crop']"
transcription,3.32,middle,"['31494293847_1809721582_c.jpg', '53140805349_5780560713_c.jpg', '35108985851_3bdd38a337_c.jpg', '6842298171_b3c96f1ea7_c.jpg', '529617579_9a00424ac3_c.jpg', '50033296312_595abfdcf4_c.jpg', '5869370229_327af7c147_c.jpg', '52188113233_25e81e0c96_c.jpg', '2876465443_04afe50df2_c.jpg']","['transcript', 'chromosome', 'transcriber']"
poetry,3.5,middle,"['50886532547_bf122df39f_c.jpg', '51008041907_7df7bea23b_c.jpg', '52274856206_102845d74e_c.jpg', '51797717217_3b62dc10ff_c.jpg', '24925109421_bff345ebc0_c.jpg', '5895522883_f365b42a11_c.jpg', '52250445795_650ca8cb8d_c.jpg', '44444951770_7ca9ca897f_c.jpg', '27401455175_d342d03d64_c.jpg', '7068806569_1d13eeb8e9_c.jpg', '15506414828_412c0b0aae_c.jpg', '24984592357_9c168c007f_c.jpg']","['poem', 'poet', 'written']"
handiness,2.27,middle,"['3946641528_7c86f47769_c.jpg', '7138822379_c9941a8b5d_c.jpg', '27563116172_28b2334873_c.jpg', '5860961260_24d0fb5083_c.jpg', '29939228640_cf21c93143_c.jpg', '11168244273_162850780f_c.jpg', '5371332094_1f408a5523_c.jpg', '25626168582_414ac80fc7_c.jpg', '38374181664_b295bfc393_c.jpg', '51696832494_fdba30ff39_c.jpg', '28664715457_9503032d8c_c.jpg']","['hand', 'handclap', 'handgrip']"
unglue,2.81,middle,"['19156390920_51b8a53b31_c.jpg', '52109033277_f2634c54f7_c.jpg', '50885997402_18b1ef3b04_c.jpg', '51863533113_97e323d519_c.jpg', '242441690_12807cd4b1_c.jpg', '20411818912_80355648f4_c.jpg', '15328750944_9de691a4db_c.jpg', '38800563562_db460a3e69_c.jpg', '28151833811_d93fed1864_c.jpg', '51959961423_2a09eee111_c.jpg', '32364749511_f7102b31ae_c.jpg', '38891865595_057a9bfd88_c.jpg']","['unshelled', 'unbuttoned', 'peel off']"
bloodthirstiness,2.04,middle,"['2922425816_1241ee8d13_c.jpg', '22597849113_2611c5827b_c.jpg', '4997549749_cd90477667_c.jpg', '16516456707_55fb5a1460_c.jpg', '16730385045_6a3bb0d368_c.jpg', '16784151681_d0b0f97fcb_c.jpg', '16797362675_a8ae94285f_c.jpg', '17988904529_ebdedb8bc1_c.jpg', '2412560667_80d511672a_c.jpg', '3550160354_38ef0f8d5f_c.jpg']","['blood', 'bloodhound', 'bloodstained']"
tearless,2.83,middle,"['52477319316_00b63c3000_c.jpg', '37754991374_03447ee213_c.jpg', '337759685_b415b39989_c.jpg', '4186600030_15dccd4424_c.jpg', '1192515269_e6537aa55c_c.jpg', '37280562576_720fdaa733_c.jpg', '49902434242_da1d71069f_c.jpg', '51597791574_bc847e9670_c.jpg']","['tear', 'eyeless', 'wept']"
barrenness,2.47,middle,"['50842089887_99bbd21d25_c.jpg', '45727831804_7e6a608be7_c.jpg', '4607238136_7d1f3e7900_c.jpg', '51850969462_818e879fbe_c.jpg', '50562701566_10e1467b32_c.jpg', '49335749867_2129c8edde_c.jpg', '22215721055_d1c200de4c_c.jpg', '29359326241_5ed224227d_c.jpg', '9534473273_7f5dee7ea9_c.jpg', '17898720712_706d66a9d6_c.jpg']","['grassless', 'seedless', 'landscape']"
intervention,2.85,middle,"['4439732084_6ed2e7b2bb_c.jpg', '4438962385_cc80089c48_c.jpg', '4438948051_e8cfe02a1b_c.jpg', '3252238577_d34257c6e9_c.jpg', '52042127089_4bc1067783_c.jpg', '52121628564_90bfc05a74_c.jpg', '50619936946_4632361636_c.jpg', '51233767166_b3862f373c_c.jpg', '49944699512_fcd1bdafd3_c.jpg', '39731509980_0c31c969df_c.jpg', '52986395520_dd2ee6253b_c.jpg', '24980932778_c715a17136_c.jpg']","['moderator', 'emergency exit', 'safety net']"
overexert,2.19,middle,"['16856385979_3fb5ca02dd_c.jpg', '16422458943_6ea0153300_c.jpg', '18375266_9f74a9ba01_c.jpg', '44523614470_19504797c1_c.jpg', '51728375415_81abeb0180_c.jpg', '51727487691_20c9e9a5c9_c.jpg', '51727736473_30022072ff_c.jpg', '51727487656_f55ebc3c91_c.jpg', '45036316_411ba9a544_c.jpg', '43569163685_585ddb3236_c.jpg', '3247347846_859c5831bd_c.jpg', '8122501144_beff2280f9_c.jpg']","['overbite', 'overhang', 'undercooked']"
dilapidate,3.2,middle,"['50970363411_66a00cacbc_c.jpg', '22730797541_c89292ab0b_c.jpg', '51633684431_fd368fede7_c.jpg', '50420423837_78020d81cb_c.jpg', '1931668188_2591e5c9af_c.jpg', '17268533845_d7b40276e4_c.jpg', '6838912479_eb28655b5f_c.jpg', '23778868714_a6787e396b_c.jpg', '8003667947_ba6e8e2a8f_c.jpg', '50850913866_4e21595e08_c.jpg', '22701233594_825367c9c9_c.jpg']","['dill', 'deodorizer', 'dehydrator']"
warfare,3.03,middle,"['53297518494_b8bb921a86_c.jpg', '53067785550_177b835330_c.jpg', '16766299368_a528d443dd_c.jpg', '19957287473_5db0f7f2a7_c.jpg', '43812152924_8ef309f9d1_c.jpg', '2795379467_74c77933ed_c.jpg', '50112782156_e6fbbd1ea2_c.jpg', '6160103268_694c0cc21f_c.jpg', '45145828062_4db071465c_c.jpg', '50278058761_9d9597b232_c.jpg', '6584464897_6d1991a4d5_c.jpg']","['battlefield', 'weapon', 'battleground']"
cloudlessness,3.37,middle,"['8966548467_312f2ed006_c.jpg', '2807971606_cfa2a3d3a2_c.jpg', '709716481_7c5029de9c_c.jpg', '22671658937_8953aa3b3e_c.jpg', '22462446465_1c75cfdd24_c.jpg', '32058941746_cccfbbc7e6_c.jpg', '2775615999_31a8b00b1c_c.jpg', '20469416021_62a2b9594d_c.jpg', '32680817005_0139d0bc16_c.jpg', '9581144080_3613848798_c.jpg', '31709178780_34becbc38f_c.jpg', '13735742764_31843f6e46_c.jpg']","['cloud', 'dust cloud', 'skies']"
conviction,2.07,middle,"['289983634_6cb2ac7165_c.jpg', '4763434376_a087c60ae8_c.jpg', '83410838_e88e78ebd5_c.jpg', '3627920514_710436ff9a_c.jpg', '51782209582_49063a4a91_c.jpg', '4565419831_244c14ec1a_c.jpg', '3749678232_c05374601e_c.jpg', '4565419929_0a46f24a7b_c.jpg', '4312159033_6b1c4ce360_c.jpg', '2585203644_8d147075f8_c.jpg', '2109506984_5e9a02a6b1_c.jpg', '28216332254_4e152a013f_c.jpg']","['convict', 'prosecutor', 'courtroom']"
reintroduction,2.03,middle,"['20829785921_c980b97ea9_c.jpg', '4294373636_0195287447_c.jpg', '211285435_96fff76b14_c.jpg', '2211068370_65d7cfc17b_c.jpg', '27370733925_d41ae60a8c_c.jpg', '26180350138_696f5a9324_c.jpg', '26763152354_59195920b8_c.jpg', '33804378202_dde923c3c9_c.jpg', '3642451847_c5b0d3c5b7_c.jpg', '28079790439_e3a315cd7c_c.jpg', '6787027545_e8587f770d_c.jpg', '6842728500_7232774229_c.jpg']","['incubator', 'refold', 'foxtrot']"
sis,3.75,middle,"['51230532403_59aee2c1ee_c.jpg', '48492872986_1cd026af08_c.jpg', '52753454678_101460e71c_c.jpg', '52555685793_c4d2417296_c.jpg', '2474454976_74999261ef_c.jpg', '6343735174_fbbdcdf147_c.jpg', '510012889_5f735b9587_c.jpg', '509990242_56b8cf6970_c.jpg', '11894679494_eed89913da_c.jpg', '3816973566_1649c19100_c.jpg', '32932494747_760f6f641f_c.jpg', '30205067947_59b8cc2f8c_c.jpg']","['sassafras', 'scarlet', 'slacks']"
raspy,3.03,middle,"['7149704201_d3c578b248_c.jpg', '5593739503_c56c14241e_c.jpg', '14639982503_b128dd206d_c.jpg', '3775411488_3be1c8cfa5_c.jpg', '1302218_69190dd284_c.jpg', '14859344835_8636872d35_c.jpg', '15329562273_3991a0a378_c.jpg', '49550274736_ee2d247a75_c.jpg', '50636763346_c299894cb0_c.jpg', '50636127403_c4d670f5a0_c.jpg', '50096328236_1f6087c20c_c.jpg', '50636232268_d91b9d79fa_c.jpg']","['raspberry', 'snort', 'spiky']"
diatribe,2.96,middle,"['2275482517_dbe3dc7b30_c.jpg', '27646762464_bdc9319c1d_c.jpg', '3715477199_0e0bbcb088_c.jpg', '51890144682_8b461290bf_c.jpg', '39885154734_ca8562ace0_c.jpg', '24565032872_9cedfab13c_c.jpg', '29778683972_0d9a9f0608_c.jpg', '49219205486_f44d643b0f_c.jpg']","['briefs', 'diarrhea', 'cupbearer']"
continuity,2.03,middle,"['15220187962_c4eaec87f5_c.jpg', '42080888040_2ec1fc2f88_c.jpg', '4402064038_85480afda5_c.jpg', '51690668934_c7c61578e9_c.jpg', '23699015006_54907115cb_c.jpg', '49648085178_4aa71054c6_c.jpg', '8028433746_ec8ea659e4_c.jpg', '52374205499_e31165d201_c.jpg', '52516134105_7158ee6f1d_c.jpg', '52179570252_d3099263f2_c.jpg', '4005229802_f068578e38_c.jpg']","['lining', 'loop', 'frame']"
commission,3.04,middle,"['8654901313_12673f903d_c.jpg', '8654901427_856a98a359_c.jpg', '3298557715_e621c3d227_c.jpg', '8654901373_f7910bce6a_c.jpg', '3057110204_8f462ea2d5_c.jpg', '8500226902_e3d41dac47_c.jpg', '4529930890_8d028032c2_c.jpg', '2399520486_49df215575_c.jpg', '40834618033_829f71180b_c.jpg', '51932492414_f5bd868302_c.jpg', '28275353913_4f350b2716_c.jpg']","['committee', 'bureau', 'certificate']"
dismember,3.0,middle,"['52760542164_dd38150000_c.jpg', '50831484731_19792e9e80_c.jpg', '24713063417_864a11c144_c.jpg', '28151833811_d93fed1864_c.jpg', '51959961423_2a09eee111_c.jpg', '32364749511_f7102b31ae_c.jpg', '38891865595_057a9bfd88_c.jpg', '26961402012_9face0ed2f_c.jpg', '26987433231_a8d1e8538f_c.jpg', '26451975923_7fcefd39c7_c.jpg', '8534161542_bc430b5573_c.jpg']","['dike', 'peel off', 'decapitation']"
monarchial,2.43,middle,"['30559040128_79e04f82bf_c.jpg', '43486140540_f18e041b3d_c.jpg', '36818246381_61f6c882d5_c.jpg', '44643484091_8de9cca57a_c.jpg', '52218615384_1ff408da4e_c.jpg', '52157953164_2a59f871f1_c.jpg', '31315656132_4f1af9ec34_c.jpg', '2062482107_bad5e9024f_c.jpg', '3409468992_deed75bfdd_c.jpg', '25237598307_882394cf84_c.jpg', '24464511336_b1af5743b4_c.jpg']","['monarch', 'throne', 'king']"
stargaze,3.21,middle,"['51286296392_fabebc302a_c.jpg', '3865526093_fc2a984c95_c.jpg', '5671586225_1197be967b_c.jpg', '50750727248_23e9cd4a80_c.jpg', '52239649403_fff3fd4028_c.jpg', '15188916669_95e4b9257a_c.jpg', '52702920226_67a2656389_c.jpg', '52239058485_737f41541b_c.jpg', '51008120843_319ece4126_c.jpg', '4934168030_fa4a2b642d_c.jpg', '51880456020_12a31a07f4_c.jpg']","['stargazer', 'star', 'starlight']"
hell,2.41,middle,"['50013245283_61ae1d8850_c.jpg', '32959450924_9694953b96_c.jpg', '16700525975_7f656d2310_c.jpg', '50378294068_7175b9f2bf_c.jpg', '51230416380_91b64c13f4_c.jpg', '52265764849_5d6793fb03_c.jpg', '15451441163_23289750c4_c.jpg', '3759464182_6f2de41faa_c.jpg', '2487231231_2fb6ef9d96_c.jpg', '5100215780_67a3b08de7_c.jpg']","['wreckage', 'serpent', 'shit']"
peacetime,2.44,middle,"['50575210358_a9b63f7ee6_c.jpg', '46704430022_dfb4cc5de1_c.jpg', '51234575262_41316d7822_c.jpg', '28951074933_c8be4297ab_c.jpg', '6798552332_4f22b49129_c.jpg', '52259572884_7c46bfa6bd_c.jpg', '16583749906_f75cbe433f_c.jpg', '50512281993_b353930b2f_c.jpg', '16863362754_b2e5211af6_c.jpg', '52381321171_6890750547_c.jpg', '50824622881_a9b0a83ccd_c.jpg']","['peace pipe', 'daytime', 'daybreak']"
